all_cc_inx,VAdjMat,MDEC.12,nAtomLAC,nAtomLC,khs.ssCH2,Kier1,Kier2,FMF,VP.1,C2SP3,nAtom,nAcid,mz,CCS,pred_CCS,delta_CCS_N_N_pred,relative_error,compound_class,pubchem_cid,adducts,cluster_inx
all-cc-218,-0.4067287076430858,0.11257717737849493,-0.8737220930897188,-0.298188696004938,-0.2366945169161157,-0.4182110217761197,-0.2615634333435872,-0.4393690427033161,-0.4782876058725584,-0.4104250045315115,-0.4375700230325783,-0.6711111967386733,-0.4744062810100897,180.661999278464,172.2000016544051,8.461997624058938,0.046838835271694336,Metabolites,3026,[M+Na]+,15
all-cc-3487,-1.1876255200946633,-0.5444935981953762,-0.8737220930897188,-0.7210268635227811,-0.4908664639473173,-0.6705550481943012,-0.6646601577022953,-1.3700239983779217,-0.9172465770015222,-0.5810270830792418,-0.7961472203886353,2.8492086136989188,-0.6927283886549527,152.2808458,151.97032957375887,0.3105162262411341,0.002039102321830774,Metabolites,476,[M+Na]+,20
all-cc-1422,0.894527181549138,0.4519021811501039,1.9108056544053449,1.7314345080807088,1.8814050416772303,1.0740456282770765,1.554757857112471,-1.3700239983779217,1.2511375563555391,1.9780040951367128,1.3553159637477064,-0.6711111967386733,0.8997937705188729,273.1,267.57693152568737,5.5230684743126535,0.020223612135894,Lipids and lipid-like molecules,Cer(38:1),[M+Na]+,21
all-cc-952,-0.31828489463281623,2.1199143795452984,0.4366439057314877,-0.298188696004938,-0.4908664639473173,-0.35605220515694713,-0.3698721973617707,-0.4836859453544867,-0.3924331768194326,-0.4957260438053766,-0.2702339975997517,-0.6711111967386733,-0.5437636845655369,170.1349199,170.23640439336015,-0.10148449336014664,0.0005964942024823363,Lipids and lipid-like molecules,6436082,[M+H]+,56
all-cc-1453,1.4597021345476948,0.4898568337149408,1.7704092969207994,2.2388403091021205,1.7966810593334963,2.0086531335296005,2.1841067629384203,-1.3700239983779217,1.7974431620640732,1.636799938041252,1.8573240400461861,0.5023287400738573,1.884521973901823,298.9,293.08366841198017,5.81633158801975,0.01945912207433841,Lipids and lipid-like molecules,PG(40:5),[M+NH4]+,1
all-cc-1203,1.4917868409125823,0.4901285954344685,2.2383971541106464,2.0697050420949834,2.135576988708432,1.8851319076892068,1.89295158640544,-1.0434783998956063,2.009838044488206,2.489810330779904,2.096375504950224,-0.6711111967386733,1.8412837146841528,298.85,300.86399834674086,-2.0139983467408342,0.006739161274019857,Lipids and lipid-like molecules,6321360,[M+Na]+,58
all-cc-2746,-1.8542144165719048,-0.9284064440864525,-0.8737220930897188,-0.8901621305299183,-0.5755904462910512,-0.9197837162616408,-0.6958171736606475,-1.3700239983779217,-1.1022633233801924,-0.4957260438053766,-0.9156729528406542,-0.6711111967386733,-1.0237122361482285,136.26660769999998,136.94646372218523,-0.6798560221852199,0.004989160834486818,Metabolites,HMDB00508,[M+Na]+,15
all-cc-2170,1.18026724986129,-0.9284064440864525,-0.8737220930897188,0.4629200055271796,-0.5755904462910512,0.657258276687034,-0.0017428625820053974,0.8861092274999096,0.4570947614373772,-0.2398229259837812,0.2556792251891318,1.675768676886388,1.2027337316741231,234.6545956,228.48690757262446,6.167688027375505,0.026284113514184696,Metabolites,16219771,[M+Na]+,14
all-cc-1343,0.5551615957371789,0.8512307309935696,0.10905240602618606,-0.3827563295085066,-0.32141849925984955,-0.18298529660754853,-0.5494125590301869,0.6980981253434252,0.10862703094698628,-0.15452188670991598,0.04053290677549761,-0.6711111967386733,0.031345207598370804,198.541032886292,197.4522643662648,1.0887685200272583,0.005483846357598108,Lipids and lipid-like molecules,5311066,[M+H]+,56
all-cc-522,-0.31828489463281623,-0.9284064440864525,-0.7099263432370679,-0.6364592300192125,-0.6603144286347851,-0.5227697949072052,-0.5082935888373405,0.6463950722503907,-0.6311577174892691,-0.4104250045315115,-0.5810009019750011,-0.6711111967386733,-0.4485371222839203,161.42151112786502,168.44450562533422,-7.022994497469227,0.0435071784943593,Drug and Drug-Like Compounds,101799,[M+Na]+,15
all-cc-1300,1.290163840844893,0.5108285080497853,1.5832141547000431,2.0697050420949834,1.5425091123022951,1.6971172984454257,2.043444067220407,-1.3700239983779217,1.5376941278208285,1.2955957809457914,1.618272575142148,0.5023287400738573,1.4834991948166625,279.25,278.7346442484721,0.5153557515279203,0.0018454995578439405,Lipids and lipid-like molecules,52925089,[M+H]+,1
