all_cc_inx,VAdjMat,MDEC.12,nAtomLAC,nAtomLC,khs.ssCH2,Kier1,Kier2,FMF,VP.1,C2SP3,nAtom,nAcid,mz
all-cc-547,-1.332722024,-0.438891193,-0.382334844,-0.805594497,-0.575590446,-0.914591452,-0.686398356,0.181067594,-0.881396849,-0.581027083,-0.86786266,-0.671111197,-0.997477744
all-cc-548,-0.597719779,-0.487195385,-1.201313593,-0.721026864,-0.660314429,-0.705939365,-0.682780334,0.272308276,-0.759713643,-0.666328122,-0.700526634,-0.671111197,-0.744639371
all-cc-550,0.555161596,0.871930021,0.109052406,-0.38275633,0.01747743,-0.039075144,-0.386528221,0.331173232,0.195028899,0.101381231,0.112248346,0.50232874,0.092406843
all-cc-551,0.756784596,0.976639818,0.109052406,-0.213621063,-0.406142482,0.202953462,-0.361108647,0.136750692,0.232817078,-0.325123965,0.160058639,-0.671111197,0.371130931
all-cc-553,-0.811229632,-0.367509218,-1.037517843,-0.805594497,-0.745038411,-0.827296515,-0.716898486,0.904910338,-0.83309134,-0.751629162,-0.772242074,-0.671111197,-0.897126599
all-cc-554,-0.811229632,0.683710704,-0.546130593,-0.721026864,-0.575590446,-0.66666085,-0.556149565,-0.206705304,-0.648321565,-0.666328122,-0.509285463,-0.671111197,-0.818392047
all-cc-555,-0.076227387,1.647595575,-0.546130593,-0.213621063,-0.067246552,-0.16950158,-0.138376569,-0.594478202,-0.179356893,-0.581027083,-0.078992826,-0.671111197,-0.321433039
all-cc-557,-0.233956267,-0.928406444,-0.873722093,-0.63645923,-0.660314429,-0.613397234,-0.630423669,0.801504232,-0.603673897,-0.495726044,-0.652716341,-0.671111197,-0.479045914
all-cc-558,-1.332722024,-0.928406444,-1.365109343,-0.805594497,-0.406142482,-0.914591452,-0.686398356,0.181067594,-0.98206555,-0.751629162,-0.843957513,-0.671111197,-1.036514129
all-cc-560,-1.18762552,-0.547921185,-1.201313593,-0.890162131,-0.660314429,-0.85268369,-0.716247037,-0.176876619,-0.950909105,-0.666328122,-0.86786266,-0.671111197,-0.975659872
all-cc-561,0.555161596,-0.738186912,-0.709926343,-0.044485795,-0.575590446,-0.039075144,-0.274705581,1.03166621,0.119343608,-0.581027083,-0.270233998,2.849208614,0.326903305
all-cc-562,-0.233956267,-0.149298606,0.109052406,-0.551891597,-0.745038411,-0.613397234,-0.57525995,1.11172255,-0.591161224,-0.751629162,-0.628811195,-0.671111197,-0.622705615
all-cc-564,0.387712914,0.032494025,-0.546130593,-0.213621063,-0.575590446,-0.068749508,-0.27212176,0.341525345,-0.197023662,-0.666328122,-0.318044291,0.50232874,0.026389036
all-cc-565,-1.05328714,-0.928406444,-0.873722093,-0.63645923,-0.575590446,-0.79071887,-0.570008217,-0.040516919,-0.895110044,-0.666328122,-0.79614722,0.50232874,-0.932051575
all-cc-566,-0.9282211,-0.724422306,-0.546130593,-0.890162131,-0.745038411,-0.88766091,-0.761210678,0.845821134,-0.931263988,-0.751629162,-0.915672953,-0.671111197,-0.945327283
all-cc-567,-0.499710041,0.290974751,-0.382334844,-0.467323963,-0.236694517,-0.645010836,-0.534424067,1.215128656,-0.498418876,-0.495726044,-0.46147517,-0.671111197,-0.713831467
all-cc-568,1.18026725,-0.347953183,-0.709926343,0.293784739,-0.321418499,0.657258277,0.089558814,0.886109227,0.722529076,-0.581027083,0.255679225,2.849208614,1.028689761
all-cc-570,0.068869117,-0.327606872,-0.709926343,-0.467323963,-0.490866464,-0.372660427,-0.415272835,0.827355758,-0.329006591,-0.495726044,-0.38975973,-0.671111197,-0.369786208
all-cc-571,-1.05328714,-0.928406444,-0.546130593,-0.890162131,-0.745038411,-0.947758363,-0.778630781,1.01627076,-0.781460896,-0.751629162,-1.011293539,-0.671111197,-0.453595869
all-cc-573,-2.06772427,-0.928406444,-1.037517843,-0.974729764,-0.745038411,-1.161223988,-0.85995487,0.956613391,-1.143168193,-0.751629162,-1.130819271,-0.671111197,-1.224327149
all-cc-574,0.658774858,-0.690318602,0.109052406,-0.467323963,-0.745038411,0.081746302,-0.397342203,0.322075921,-0.028990883,-0.581027083,-0.150708265,-0.671111197,0.29221819
all-cc-575,-0.701333041,-0.928406444,-0.873722093,-0.551891597,-0.745038411,-0.766710745,-0.599543403,1.344386289,-0.829912401,-0.751629162,-0.79614722,-0.671111197,-0.853579296
all-cc-576,-0.076227387,-0.208724963,-1.037517843,-0.213621063,-0.745038411,-0.338682846,-0.42968937,0.383383889,-0.474282311,-0.751629162,-0.509285463,-0.671111197,-0.335212816
all-cc-577,-0.597719779,-0.928406444,-0.873722093,-0.551891597,-0.745038411,-0.705939365,-0.586676626,1.184715096,-0.788723493,-0.751629162,-0.772242074,-0.671111197,-0.783992052
all-cc-578,0.266818887,0.008151595,-0.054743344,-0.213621063,-0.745038411,-0.190619462,-0.261837394,0.812993799,-0.277129023,-0.751629162,-0.341949437,-0.671111197,-0.208658354
all-cc-579,0.328273537,0.838791809,0.109052406,-0.213621063,0.01747743,-0.279266039,-0.50562583,0.583202452,0.038984115,-0.069220847,-0.031182533,-0.671111197,-0.16030475
all-cc-580,-0.406728708,-0.928406444,-1.037517843,-0.721026864,-0.745038411,-0.583948086,-0.591402694,0.752522392,-0.527303516,-0.751629162,-0.891767806,1.675768677,-0.240231728
all-cc-581,-0.153376842,1.451991269,-0.546130593,-0.298188696,-0.575590446,-0.400125454,-0.404181348,0.040059268,-0.382830943,-0.751629162,-0.318044291,-0.671111197,-0.513333506
all-cc-582,0.708442035,1.512869624,0.109052406,-0.129053429,-0.067246552,0.142305436,-0.356868916,0.181067594,0.323708534,-0.069220847,0.255679225,-0.671111197,0.292910032
all-cc-583,0.803871362,-0.928406444,-0.218539094,0.040081838,-0.151970535,0.263683776,-0.132209596,1.042785146,0.274595375,-0.410425005,0.064438053,-0.671111197,0.497294162
all-cc-584,-0.153376842,-0.070762334,-0.873722093,-0.38275633,-0.660314429,-0.400125454,-0.443581031,0.181067594,-0.407490196,-0.751629162,-0.533190609,0.50232874,-0.40489765
all-cc-585,0.445265005,1.31610246,-0.546130593,0.124649472,-0.067246552,-0.007689543,-0.143689191,-0.025744618,0.110555743,-0.751629162,0.0883432,-0.671111197,0.00536626
all-cc-587,-0.406728708,0.479362662,-1.037517843,-0.213621063,-0.321418499,-0.418211022,-0.261563433,-0.439369043,-0.505442012,-0.751629162,-0.38975973,-0.671111197,-0.561344239
all-cc-588,-0.597719779,-0.078412284,-0.873722093,-0.63645923,-0.745038411,-0.542479205,-0.49102517,-0.335962937,-0.669889768,-0.666328122,-0.557095755,-0.671111197,-0.713892461
all-cc-589,0.708442035,-0.102569338,-0.546130593,0.124649472,-0.575590446,0.142305436,-0.163212287,0.819752368,0.062977026,-0.325123965,0.064438053,-0.671111197,0.270976708
all-cc-590,0.068869117,-0.928406444,-1.365109343,-0.38275633,0.01747743,0.139438123,0.048673073,-1.370023998,-0.387589538,-0.751629162,-0.246328851,5.196088487,-0.069214187
all-cc-591,-0.076227387,0.235886687,-0.873722093,-0.467323963,-0.236694517,-0.16950158,-0.138376569,-0.594478202,-0.298867194,-0.325123965,-0.246328851,0.50232874,-0.326036754
all-cc-592,0.328273537,2.209352929,0.436643906,0.124649472,-0.490866464,0.031162113,-0.154942999,0.983356349,-0.02956827,-0.495726044,0.040532907,-0.671111197,-0.077436134
all-cc-593,0.607708422,1.078478079,0.109052406,-0.129053429,0.186925395,0.021283389,-0.368849652,0.278010819,0.29647419,0.18668227,0.231774079,-0.671111197,0.162250261
all-cc-594,0.756784596,-0.928406444,-0.218539094,-0.467323963,0.01747743,0.202953462,-0.041362174,0.934454939,0.263223238,-0.154521887,0.160058639,1.675768677,0.310199996
all-cc-595,-1.05328714,0.495712497,-0.873722093,-0.805594497,-0.575590446,-0.79071887,-0.621273961,-0.040516919,-0.785431728,-0.751629162,-0.700526634,-0.671111197,-0.949297536
all-cc-596,-0.318284895,-0.136145481,0.109052406,-0.467323963,-0.660314429,-0.522769795,-0.543450308,0.491285913,-0.579171158,-0.666328122,-0.628811195,0.50232874,-0.513910768
all-cc-597,-0.406728708,-0.928406444,0.436643906,-0.721026864,0.186925395,-0.864953409,-0.730963266,1.732159187,-0.366277787,0.016080192,-0.413664877,-0.671111197,-0.761617395
all-cc-599,0.607708422,-0.928406444,-0.709926343,0.716622906,-0.236694517,0.34039781,0.234223778,1.184715096,0.149336074,-0.410425005,0.0883432,-0.671111197,0.414661243
all-cc-600,-0.002227783,0.236533026,-0.546130593,-0.467323963,-0.575590446,-0.433089973,-0.577247557,0.788016479,-0.341071294,-0.581027083,-0.413664877,-0.671111197,-0.317698919
all-cc-601,0.266818887,0.376395505,-0.218539094,-0.129053429,0.01747743,-0.338941636,-0.473995616,0.658326546,0.021991899,0.101381231,-0.055087679,-0.671111197,-0.22999002
all-cc-602,0.658774858,-0.47609102,0.109052406,-0.467323963,-0.660314429,0.081746302,-0.418737091,0.322075921,0.009472538,-0.581027083,-0.102897972,-0.671111197,0.300999972
all-cc-603,-0.233956267,0.334097511,-0.546130593,-0.467323963,-0.575590446,-0.461491331,-0.528007432,0.845821134,-0.428395296,-0.325123965,-0.341949437,-0.671111197,-0.513400164
all-cc-604,-1.332722024,-0.928406444,-0.546130593,-0.974729764,-0.745038411,-1.066897861,-0.812767666,1.450142534,-1.026631865,-0.751629162,-1.011293539,-0.671111197,-1.150046007
all-cc-605,-0.002227783,-0.548050308,-0.709926343,-0.38275633,-0.660314429,-0.433089973,-0.552327341,0.788016479,-0.314271615,-0.495726044,-0.46147517,0.50232874,-0.32643147
all-cc-606,0.607708422,0.851230731,0.109052406,-0.38275633,-0.321418499,-0.123777868,-0.547814308,0.631384508,0.117591688,-0.154521887,0.040532907,-0.671111197,0.109724689
all-cc-607,0.137282466,-0.928406444,-0.218539094,-0.551891597,-0.745038411,-0.45773633,-0.534841677,1.344386289,-0.420337695,-0.751629162,-0.533190609,-0.671111197,-0.396179912
all-cc-608,-0.233956267,0.472476887,-0.546130593,-0.551891597,-0.575590446,-0.613397234,-0.654427686,0.491285913,-0.506525628,-0.666328122,-0.46147517,-0.671111197,-0.58319435
all-cc-609,-0.811229632,-0.113960682,-0.546130593,-0.805594497,-0.490866464,-0.827296515,-0.686431995,0.904910338,-0.742415117,-0.581027083,-0.700526634,-0.671111197,-0.875276487
all-cc-610,0.203207497,0.015057621,-0.382334844,-0.298188696,-0.406142482,-0.092306391,-0.300485435,0.238515431,0.134291778,0.101381231,-0.007277386,-0.671111197,0.066024466
all-cc-611,0.387712914,0.385682831,-0.054743344,-0.129053429,-0.406142482,-0.068749508,-0.109904998,0.769412681,0.025862554,-0.751629162,-0.078992826,-0.671111197,-0.016726519
all-cc-612,-1.18762552,-0.928406444,-0.546130593,-0.974729764,-0.745038411,-1.007529904,-0.795843521,1.215128656,-0.955548443,-0.751629162,-1.011293539,-0.671111197,-1.00208843
all-cc-613,0.387712914,0.630832991,-0.382334844,-0.467323963,-0.575590446,-0.068749508,-0.27212176,0.341525345,-0.165672739,-0.495726044,-0.150708265,-0.671111197,-0.042943777
all-cc-615,0.445265005,0.630821477,0.109052406,-0.213621063,-0.236694517,-0.159441569,-0.491518902,0.448497179,0.022326519,-0.239822926,-0.031182533,-0.671111197,-0.029716864
all-cc-617,-1.332722024,-0.928406444,-0.709926343,-0.890162131,-0.660314429,-0.914591452,-0.765719419,0.181067594,-0.9924768,-0.410425005,-0.843957513,-0.671111197,-1.001802631
all-cc-618,0.501045978,0.815772692,0.109052406,-0.38275633,-0.321418499,-0.242014478,-0.567706238,0.555469013,0.131154444,-0.325123965,-0.055087679,-0.671111197,0.031151335
all-cc-620,-0.9282211,-0.750209886,-1.037517843,-0.805594497,-0.745038411,-0.728708404,-0.686431995,-0.129150724,-0.446040289,-0.751629162,-0.843957513,-0.671111197,-0.584004259
all-cc-621,-1.18762552,-0.210417967,-1.037517843,-0.63645923,-0.660314429,-0.85268369,-0.629032922,0.061752857,-0.906012956,-0.751629162,-0.820052367,-0.671111197,-1.001736409
all-cc-622,0.203207497,0.308565828,-1.037517843,-0.044485795,-0.745038411,-0.092306391,-0.261837394,0.123619758,0.45446994,-0.751629162,-0.318044291,-0.671111197,0.248176838
all-cc-623,-1.332722024,-0.367509218,-0.546130593,-0.805594497,-0.745038411,-0.914591452,-0.686398356,0.181067594,-0.916078574,-0.581027083,-0.79614722,-0.671111197,-1.141105923
all-cc-624,0.328273537,-0.146874666,-0.709926343,-0.38275633,-0.745038411,-0.279266039,-0.548724408,0.698098125,-0.082675419,-0.410425005,-0.246328851,0.50232874,-0.086629623
all-cc-626,0.607708422,-0.681297259,0.109052406,-0.467323963,-0.660314429,0.021283389,-0.415437575,0.374954044,-0.046686306,-0.495726044,-0.174613412,-0.671111197,0.2399379
all-cc-627,-0.233956267,-0.472326811,-0.709926343,-0.467323963,-0.406142482,-0.613397234,-0.57525995,1.266831709,-0.453612853,-0.069220847,-0.46147517,-0.671111197,-0.583243581
all-cc-628,0.445265005,0.630821477,0.109052406,-0.213621063,-0.067246552,-0.159441569,-0.491518902,0.448497179,0.065895979,-0.069220847,0.01662776,-0.671111197,-0.020935082
all-cc-629,0.387712914,-0.928406444,0.109052406,-0.721026864,-0.236694517,-0.609220418,-0.686961716,1.60807186,-0.093944779,-0.239822926,-0.318044291,-0.671111197,-0.326129116
all-cc-630,0.328273537,-0.550484218,0.272848156,-0.467323963,-0.236694517,-0.417864871,-0.523587368,1.135585498,-0.091802828,-0.239822926,-0.198518558,-0.671111197,-0.238881154
all-cc-631,0.137282466,0.082203451,0.272848156,-0.38275633,-0.406142482,-0.45773633,-0.508365985,1.085871024,-0.250818176,-0.410425005,-0.294139144,-0.671111197,-0.369627624
all-cc-632,-1.332722024,-0.367509218,-0.546130593,-0.805594497,-0.745038411,-0.914591452,-0.686398356,0.181067594,-0.916078574,-0.581027083,-0.79614722,-0.671111197,-1.062639461
all-cc-633,0.607708422,0.688351729,0.109052406,-0.213621063,-0.321418499,0.021283389,-0.476779209,0.278010819,0.128413617,-0.325123965,0.040532907,1.675768677,0.275085939
all-cc-634,0.658774858,0.439257762,0.109052406,0.040081838,0.102201412,0.081746302,-0.35112498,0.22807037,0.232698952,0.101381231,0.160058639,0.50232874,0.231776947
all-cc-635,-0.153376842,0.293327488,-0.382334844,-0.63645923,-0.151970535,-0.692462672,-0.676403755,1.266831709,-0.333390631,-0.154521887,-0.365854584,-0.671111197,-0.600489542
all-cc-636,0.501045978,0.372189442,0.109052406,-0.213621063,-0.067246552,-0.099320195,-0.493920784,0.387879807,0.101179274,-0.069220847,0.01662776,1.675768677,0.144426603
all-cc-637,-0.318284895,-0.928406444,-0.709926343,-0.38275633,-0.151970535,-0.673098198,-0.591402694,1.568886388,-0.499733215,-0.495726044,-0.509285463,-0.671111197,-0.648592201
all-cc-638,-0.701333041,-0.158199599,-0.709926343,-0.63645923,-0.575590446,-0.604582754,-0.586676626,-0.275135815,-0.690725494,-0.666328122,-0.533190609,-0.671111197,-0.74008445
all-cc-639,0.068869117,-0.326932223,-0.873722093,-0.551891597,-0.406142482,-0.516814879,-0.525359379,1.462404128,-0.312215512,-0.751629162,-0.437570023,-0.671111197,-0.361149504
all-cc-640,0.445265005,0.076526346,-0.054743344,-0.38275633,-0.490866464,-0.300849631,-0.464186796,1.067405647,-0.174009488,-0.495726044,-0.270233998,-0.671111197,-0.112787195
all-cc-641,-1.05328714,-0.425728589,-0.873722093,-0.551891597,-0.490866464,-0.79071887,-0.570008217,-0.040516919,-0.826836338,-0.581027083,-0.748336927,-0.671111197,-0.940674338
all-cc-642,-0.153376842,-0.478536446,-0.709926343,-0.467323963,-0.660314429,-0.553478821,-0.558840656,0.845821134,-0.527254267,-0.751629162,-0.581000902,0.50232874,-0.557307765
all-cc-643,-1.05328714,-0.928406444,-0.546130593,-0.890162131,-0.745038411,-0.947758363,-0.778630781,1.01627076,-0.678456772,-0.751629162,-1.011293539,-0.671111197,-0.053060885
all-cc-644,-0.153376842,0.962898113,-0.382334844,0.040081838,-0.151970535,-0.231695872,-0.137928839,-0.56075882,-0.042181825,0.016080192,-0.055087679,-0.671111197,-0.312728806
all-cc-645,-0.499710041,-0.577576328,-0.218539094,-0.551891597,-0.745038411,-0.645010836,-0.572912354,0.870441636,-0.743787185,-0.751629162,-0.724431781,-0.671111197,-0.718642997
all-cc-646,-0.153376842,0.113402504,-0.546130593,-0.213621063,-0.660314429,-0.400125454,-0.360776379,1.168125881,-0.429260706,-0.495726044,-0.365854584,-0.671111197,-0.46990122
all-cc-647,-0.406728708,-0.928406444,-0.873722093,-0.467323963,-0.745038411,-0.583948086,-0.55845467,1.07906799,-0.669202569,-0.751629162,-0.700526634,-0.671111197,-0.579301647
all-cc-648,-1.05328714,-0.733086221,-1.365109343,-0.721026864,-0.660314429,-0.79071887,-0.664660158,-0.262101432,-0.991132694,-0.751629162,-0.915672953,-0.671111197,-0.91042017
all-cc-649,-0.153376842,-0.517517951,-1.037517843,-0.38275633,-0.575590446,-0.400125454,-0.542194338,0.040059268,-0.310567734,-0.751629162,-0.581000902,-0.671111197,-0.113455511
all-cc-650,-0.701333041,-0.928406444,-0.218539094,-0.805594497,-0.745038411,-0.90900393,-0.743636594,1.525346975,-0.808240405,-0.751629162,-0.843957513,-0.671111197,-0.936430485
all-cc-651,0.607708422,-0.375098909,-0.873722093,0.209217105,-0.490866464,0.175906889,-0.106205362,0.322075921,-0.093958592,-0.495726044,-0.126803119,1.675768677,0.196687723
all-cc-652,0.607708422,-0.142719745,0.109052406,-0.551891597,-0.236694517,-0.386434367,-0.584291963,1.197300017,0.060696358,-0.239822926,-0.126803119,-0.671111197,-0.064635305
all-cc-653,0.607708422,-0.928406444,-0.709926343,-0.213621063,-0.490866464,0.175906889,-0.211356354,0.510087023,0.059213718,0.442585388,0.207868932,-0.671111197,0.327679475
all-cc-654,0.203207497,0.015057621,-0.382334844,-0.298188696,-0.406142482,-0.092306391,-0.300485435,0.238515431,0.076019274,0.101381231,0.01662776,-0.671111197,-0.012248276
all-cc-656,-0.153376842,0.208839832,-0.218539094,-0.63645923,-0.490866464,-0.553478821,-0.494142467,0.845821134,-0.438128508,-0.666328122,-0.437570023,-0.671111197,-0.56577238
all-cc-657,0.387712914,1.577507971,0.109052406,-0.38275633,-0.151970535,-0.219427818,-0.530460358,0.513444364,0.090512402,-0.154521887,0.040532907,-0.671111197,-0.099243114
all-cc-658,0.607708422,-0.540661769,0.109052406,-0.467323963,-0.745038411,0.021283389,-0.415437575,0.374954044,-0.054931082,-0.581027083,-0.102897972,-0.671111197,0.153042395
all-cc-659,0.266818887,0.687278808,0.272848156,-0.298188696,-0.067246552,-0.338941636,-0.566983977,0.658326546,-0.046951761,-0.069220847,-0.102897972,0.50232874,-0.221366822
all-cc-660,0.328273537,1.121624596,-0.054743344,-0.213621063,-0.490866464,-0.129728838,-0.165403193,0.845821134,-0.070930581,-0.666328122,-0.078992826,-0.671111197,-0.164684096
all-cc-661,-0.499710041,0.372888764,-0.873722093,-0.213621063,-0.321418499,-0.480354223,-0.324120824,-0.390387203,-0.529115392,-0.581027083,-0.413664877,-0.671111197,-0.631029073
all-cc-663,-0.701333041,-0.928406444,-0.709926343,-0.805594497,-0.321418499,-0.90900393,-0.716898486,1.732159187,-0.673117894,-0.495726044,-0.700526634,-0.671111197,-0.910086011
all-cc-664,0.803871362,1.578868478,0.436643906,-0.044485795,-0.067246552,0.114572607,-0.179560896,0.845821134,0.393437669,-0.154521887,0.351299811,-0.671111197,0.310517163
all-cc-665,-1.854214417,-0.781916277,-1.037517843,-1.059297398,-0.745038411,-1.099782199,-0.84513907,0.698098125,-1.101729566,-0.751629162,-1.083008978,-0.671111197,-1.163258543
all-cc-667,1.359893152,1.371485319,0.764235405,-0.213621063,-0.406142482,1.285255612,0.263486568,0.333135398,1.191260395,0.357284349,1.37922111,-0.671111197,1.413467466
all-cc-668,-0.233956267,-0.227546018,-1.201313593,-0.38275633,-0.236694517,-0.461491331,-0.456834863,0.254929099,-0.366328615,-0.666328122,-0.365854584,-0.671111197,-0.404598346
all-cc-669,-1.490450905,-0.928406444,-0.709926343,-0.890162131,-0.660314429,-1.125757822,-0.857024272,1.421940869,-0.98580695,-0.581027083,-0.939578099,-0.671111197,-1.202168148
all-cc-670,-0.233956267,-0.33841221,-1.037517843,-0.044485795,0.102201412,-0.461491331,-0.262078239,0.993544143,-0.345311865,-0.495726044,-0.294139144,-0.671111197,-0.504618382
all-cc-671,0.445265005,1.76905993,-0.546130593,0.293784739,-0.236694517,0.154771527,0.055045403,0.731454934,0.057460834,-0.410425005,0.136153493,-0.671111197,0.08811986
all-cc-672,-1.18762552,-0.643601204,-0.873722093,-0.890162131,-0.321418499,-1.007529904,-0.795843521,0.698098125,-0.843498515,-0.495726044,-0.79614722,-0.671111197,-1.045234917
all-cc-673,0.137282466,0.167020023,-0.218539094,-0.38275633,-0.321418499,-0.312096532,-0.365129106,0.367198586,-0.122920952,-0.751629162,-0.270233998,-0.671111197,-0.230335505
all-cc-674,-2.309781777,-0.928406444,-0.873722093,-1.059297398,-0.745038411,-1.222418527,-0.872867816,1.288990161,-1.225895317,-0.751629162,-1.130819271,-0.671111197,-1.372235931
all-cc-675,-0.002227783,-0.448074243,-0.546130593,-0.467323963,-0.745038411,-0.433089973,-0.552327341,0.922894008,-0.506579169,-0.751629162,-0.581000902,-0.671111197,-0.322253839
all-cc-676,0.445265005,-0.928406444,-0.382334844,0.040081838,-0.067246552,-0.159441569,-0.306071887,1.411243685,-0.027016067,-0.410425005,-0.126803119,-0.671111197,-0.060228077
all-cc-677,-0.811229632,-0.928406444,-0.709926343,-0.721026864,-0.490866464,-0.967000866,-0.761210678,1.732159187,-0.656364261,-0.666328122,-0.820052367,-0.671111197,-0.892917164
all-cc-678,1.491786841,1.958076575,0.764235405,-0.129053429,-0.321418499,1.532805877,0.423678325,0.20926926,1.403859772,0.442585388,1.570462282,-0.671111197,1.657556732
all-cc-680,0.387712914,-0.721570061,-0.709926343,-0.213621063,-0.575590446,-0.068749508,-0.27212176,0.341525345,-0.17813166,-0.666328122,-0.365854584,0.50232874,0.161309408
all-cc-681,-0.406728708,-0.928406444,-0.873722093,-0.467323963,-0.745038411,-0.583948086,-0.521778357,0.915795191,-0.718052488,-0.751629162,-0.724431781,0.50232874,-0.662026928
all-cc-682,-0.153376842,-0.075553453,-0.709926343,-0.213621063,-0.321418499,-0.231695872,-0.199378614,-0.56075882,-0.449571487,-0.410425005,-0.341949437,0.50232874,-0.365407298
all-cc-684,-0.076227387,0.79259136,0.436643906,-0.213621063,-0.660314429,-0.338682846,-0.42968937,0.653138949,-0.406992842,-0.666328122,-0.365854584,-0.671111197,-0.43073849
all-cc-685,-0.318284895,-0.077891185,-0.873722093,-0.551891597,-0.406142482,-0.522769795,-0.469303194,0.646395072,-0.589415744,-0.751629162,-0.509285463,-0.671111197,-0.557215839
all-cc-686,-1.332722024,-0.928406444,-1.037517843,-0.890162131,-0.745038411,-1.066897861,-0.839237876,1.168125881,-1.020113657,-0.751629162,-1.059103832,-0.671111197,-1.050032941
all-cc-687,-0.406728708,-0.284104723,-0.218539094,-0.721026864,-0.575590446,-0.732550679,-0.637887327,1.387472167,-0.591937672,-0.751629162,-0.581000902,-0.671111197,-0.74446336
all-cc-688,-0.076227387,-0.928406444,-0.546130593,-0.298188696,-0.660314429,-0.338682846,-0.42968937,0.383383889,-0.110252337,-0.581027083,-0.604906048,0.50232874,1.053294608
all-cc-689,0.137282466,1.33728099,-0.218539094,-0.467323963,-0.236694517,-0.153978207,-0.183345629,0.181067594,-0.102532308,-0.581027083,-0.078992826,-0.671111197,-0.243058349
all-cc-690,-1.663223345,-0.306901299,-1.037517843,-0.890162131,-0.575590446,-0.857476549,-0.741803932,-1.370023998,-0.901853906,-0.581027083,-0.820052367,0.50232874,-1.080110663
all-cc-691,-0.811229632,-0.663632358,-1.037517843,-0.63645923,-0.660314429,-0.827296515,-0.651510287,0.491285913,-0.839400305,-0.751629162,-0.820052367,-0.671111197,-0.888503836
all-cc-692,0.658774858,0.439257762,0.109052406,0.040081838,-0.067246552,0.081746302,-0.35112498,0.22807037,0.189129491,-0.069220847,0.112248346,0.50232874,0.222995165
all-cc-693,0.607708422,3.265178185,-0.546130593,0.124649472,-0.236694517,0.34039781,-0.01344175,0.728511686,0.222721738,-0.581027083,0.351299811,-0.671111197,0.253949889
all-cc-694,-0.811229632,-0.598896544,-0.546130593,-0.721026864,-0.660314429,-0.66666085,-0.637401174,-0.206705304,-0.849664747,-0.666328122,-0.724431781,0.50232874,-0.796968455
all-cc-695,-1.490450905,-0.928406444,-1.692700842,-0.805594497,-0.745038411,-0.795169382,-0.633401718,-1.370023998,-0.697441383,-0.751629162,-0.86786266,-0.671111197,-0.736441386
all-cc-696,0.068869117,-0.248272365,-0.218539094,-0.467323963,-0.321418499,-0.372660427,-0.339058858,1.344386289,-0.233086107,-0.495726044,-0.270233998,-0.671111197,-0.373963838
all-cc-697,-0.076227387,-0.586172732,-1.037517843,-0.213621063,-0.745038411,-0.338682846,-0.42968937,0.518261419,-0.520125972,-0.751629162,-0.581000902,-0.671111197,-0.322253839
all-cc-698,-0.233956267,-0.381482897,-1.037517843,-0.551891597,-0.745038411,-0.461491331,-0.558840656,0.550375117,-0.578876446,-0.751629162,-0.581000902,-0.671111197,-0.435437617
all-cc-699,-0.499710041,-0.358690373,-1.037517843,-0.38275633,-0.575590446,-0.645010836,-0.534424067,0.181067594,-0.68902745,-0.666328122,-0.652716341,-0.671111197,-0.696695295
all-cc-700,0.328273537,0.343681628,0.272848156,-0.298188696,0.01747743,-0.129728838,-0.165403193,0.624236621,0.042825875,-0.325123965,0.01662776,-0.671111197,-0.11231188
all-cc-701,1.290163841,2.380041038,2.565988654,0.293784739,0.01747743,0.83952538,-0.004401216,0.346077338,1.138069124,0.698488506,1.164074792,0.50232874,1.234625065
all-cc-702,-0.597719779,-0.928406444,-0.546130593,-0.63645923,-0.406142482,-0.850553531,-0.670626042,1.732159187,-0.682153528,-0.751629162,-0.700526634,-0.671111197,-0.853469507
all-cc-703,1.811656233,3.835452926,2.565988654,0.462920006,-0.151970535,1.565792547,0.501840179,0.831525359,1.832930414,0.869090585,1.761703454,-0.671111197,2.114951081
all-cc-704,0.756784596,-0.321546138,-0.218539094,-0.044485795,-0.236694517,0.05477977,-0.195553376,1.367196459,0.27929644,-0.495726044,-0.031182533,-0.671111197,0.296879849
all-cc-705,-0.153376842,-0.738087137,-0.218539094,-0.38275633,-0.745038411,-0.553478821,-0.528007432,0.845821134,-0.501029184,-0.751629162,-0.676621488,-0.671111197,-0.470405289
all-cc-706,0.266818887,0.570753309,-0.382334844,-0.38275633,-0.406142482,-0.338941636,-0.473995616,0.539011808,-0.140227371,-0.410425005,-0.174613412,-0.671111197,-0.243168138
all-cc-707,-2.06772427,-0.014270961,-0.546130593,-0.890162131,-0.490866464,-0.982090883,-0.690016378,-1.370023998,-0.956504409,-0.410425005,-0.772242074,-0.671111197,-1.219322183
all-cc-709,-2.06772427,-0.928406444,-0.873722093,-0.974729764,-0.660314429,-1.161223988,-0.816647147,0.956613391,-1.169878835,-0.751629162,-1.083008978,-0.671111197,-1.306886876
all-cc-710,-0.076227387,0.318134799,-0.218539094,-0.467323963,-0.406142482,-0.338682846,-0.254786426,0.383383889,-0.314870485,-0.751629162,-0.294139144,-0.671111197,-0.426244128
all-cc-711,1.063275783,0.828367103,-0.218539094,0.124649472,-0.406142482,0.475589135,0.010432674,0.975529142,0.40762998,-0.581027083,0.255679225,1.675768677,0.650007502
all-cc-712,0.137282466,0.258104789,-0.546130593,-0.38275633,-0.067246552,-0.153978207,-0.273935924,-0.296191357,-0.075127185,0.18668227,-0.055087679,0.50232874,-0.177727157
