all_cc_inx,VAdjMat,MDEC.12,nAtomLAC,nAtomLC,khs.ssCH2,Kier1,Kier2,FMF,VP.1,C2SP3,nAtom,nAcid,mz
all-cc-1567,1.523313524,1.40542754,1.467192166,1.919949858,2.474472918,2.133267468,2.665762195,-1.370023998,2.167451113,2.404509292,2.215901237,-0.671111197,1.893881283
all-cc-1570,1.554301262,1.41391262,1.545677628,1.971042803,2.89809283,2.195574635,2.7382825,-1.370023998,2.343881897,2.831014488,2.383237263,-0.671111197,1.972506482
all-cc-1571,1.554301262,1.414098199,1.522192209,1.96855552,2.728644865,2.195574635,2.7382825,-1.370023998,2.292412501,2.660412409,2.33542697,-0.671111197,1.9637247
all-cc-1572,1.554301262,1.414219238,1.507616117,1.965621801,2.5591969,2.195574635,2.7382825,-1.370023998,2.240943106,2.489810331,2.287616677,-0.671111197,1.954943354
all-cc-1574,1.584768175,1.421722624,1.628712974,2.06500684,3.321712742,2.257881802,2.810825977,-1.370023998,2.52031268,3.257519684,2.550573288,-0.671111197,2.051131246
all-cc-1576,1.584768175,1.422071055,1.617697471,2.045224938,3.152264777,2.257881802,2.810825977,-1.370023998,2.468843284,3.086917606,2.502762995,-0.671111197,2.042349899
all-cc-1578,1.584768175,1.422307051,1.588766554,2.039604698,2.813368847,2.257881802,2.810825977,-1.370023998,2.365904494,2.745713449,2.407142409,-0.671111197,2.024786772
all-cc-1579,1.584768175,1.422334625,1.57801429,2.041515831,2.643920883,2.257881802,2.810825977,-1.370023998,2.314435099,2.57511137,2.359332116,-0.671111197,2.01600499
all-cc-1580,1.584768175,1.422259209,1.583214155,2.044334752,2.474472918,2.257881802,2.810825977,-1.370023998,2.262965705,2.404509292,2.311521823,-0.671111197,2.007223644
all-cc-1582,1.614731479,1.430294473,1.656012265,2.100243354,3.236988759,2.320188969,2.883391559,-1.370023998,2.542335277,3.172218645,2.574478435,-0.671111197,2.103411535
all-cc-1583,1.614731479,1.430508631,1.640041252,2.086963743,3.067540794,2.320188969,2.883391559,-1.370023998,2.490865883,3.001616566,2.526668142,-0.671111197,2.094630189
all-cc-1586,1.142102923,0.479185331,2.565988654,2.238840309,2.389748936,1.44788863,1.990130209,-1.370023998,1.690852149,2.489810331,1.785608601,-0.671111197,1.170396358
all-cc-1587,1.614731479,1.430620398,1.618703234,2.079571266,2.5591969,2.320188969,2.883391559,-1.370023998,2.336457698,2.489810331,2.383237263,-0.671111197,2.06828528
all-cc-1588,1.644207551,1.438217779,1.701511085,2.158970878,3.321712742,2.382496136,2.955978248,-1.370023998,2.615827271,3.257519684,2.646193874,-0.671111197,2.164473607
all-cc-1590,1.644207551,1.438511861,1.667671338,2.139737614,2.982816812,2.382496136,2.955978248,-1.370023998,2.512888481,2.916315527,2.550573288,-0.671111197,2.146910479
all-cc-1592,1.644207551,1.438330857,1.676486734,2.151923574,2.643920883,2.382496136,2.955978248,-1.370023998,2.409949691,2.57511137,2.454952702,-0.671111197,2.129347351
all-cc-1593,1.644207551,1.438254959,1.677520799,2.154272676,2.474472918,2.382496136,2.955978248,-1.370023998,2.358480295,2.404509292,2.407142409,-0.671111197,2.12056557
all-cc-1594,1.644207551,1.438174418,1.680861622,2.157525277,2.305024953,2.382496136,2.955978248,-1.370023998,2.307010901,2.233907213,2.359332116,-0.671111197,2.111784224
all-cc-1595,1.673211987,1.446127509,1.729206019,2.194718066,3.236988759,2.444803303,3.028585101,-1.370023998,2.637849869,3.172218645,2.670099021,-0.671111197,2.216753897
all-cc-1596,1.673211987,1.446183465,1.726535436,2.189005811,3.067540794,2.444803303,3.028585101,-1.370023998,2.586380474,3.001616566,2.622288728,-0.671111197,2.207972115
all-cc-1597,1.142102923,0.479185331,2.565988654,2.238840309,2.389748936,1.44788863,1.990130209,-1.370023998,1.690852149,2.489810331,1.785608601,-0.671111197,1.266164892
all-cc-1598,1.673211987,1.446250493,1.719290624,2.186798688,2.89809283,2.444803303,3.028585101,-1.370023998,2.534911078,2.831014488,2.574478435,-0.671111197,2.199190769
all-cc-1599,1.673211987,1.446215651,1.717228859,2.190149853,2.728644865,2.444803303,3.028585101,-1.370023998,2.483441684,2.660412409,2.526668142,-0.671111197,2.190408987
all-cc-1600,1.701759642,1.453441814,1.76814484,2.263392203,3.491160706,2.50711047,3.101211234,-1.370023998,2.762811257,3.428121763,2.789624753,-0.671111197,2.286597314
all-cc-1601,1.701759642,1.453483768,1.768849337,2.255753836,3.321712742,2.50711047,3.101211234,-1.370023998,2.711341863,3.257519684,2.74181446,-0.671111197,2.277815532
all-cc-1602,1.701759642,1.453597925,1.763954293,2.247588685,3.152264777,2.50711047,3.101211234,-1.370023998,2.659872467,3.086917606,2.694004167,-0.671111197,2.269034186
all-cc-1603,1.701759642,1.453558921,1.763626865,2.251096488,2.982816812,2.50711047,3.101211234,-1.370023998,2.608403071,2.916315527,2.646193874,-0.671111197,2.260252405
all-cc-1604,1.701759642,1.453408833,1.768069358,2.266626817,2.643920883,2.50711047,3.101211234,-1.370023998,2.505464281,2.57511137,2.550573288,-0.671111197,2.242689277
all-cc-1606,1.729864679,1.460856064,1.794424463,2.29447691,3.406436724,2.569417637,3.173855812,-1.370023998,2.784833856,3.342820724,2.8135299,-0.671111197,2.338877604
all-cc-1607,1.729864679,1.460957898,1.791371253,2.282885951,3.236988759,2.569417637,3.173855812,-1.370023998,2.73336446,3.172218645,2.765719607,-0.671111197,2.330095822
all-cc-1609,1.757540614,1.468048107,1.80482017,2.338331643,2.135576989,2.631724804,3.246518047,-1.370023998,2.446570688,2.063305134,2.502762995,-0.671111197,2.329686729
all-cc-1611,1.757540614,1.467932013,1.821887962,2.349986341,3.491160706,2.631724804,3.246518047,-1.370023998,2.858325849,3.428121763,2.885245339,-0.671111197,2.39993924
all-cc-1612,1.757540614,1.467977377,1.820195239,2.344999679,3.321712742,2.631724804,3.246518047,-1.370023998,2.806856453,3.257519684,2.837435046,-0.671111197,2.391157894
all-cc-1613,1.757540614,1.467988077,1.817208083,2.344549851,3.152264777,2.631724804,3.246518047,-1.370023998,2.755387057,3.086917606,2.789624753,-0.671111197,2.382376112
all-cc-1614,1.757540614,1.467960383,1.817208083,2.347570124,2.982816812,2.631724804,3.246518047,-1.370023998,2.703917663,2.916315527,2.74181446,-0.671111197,2.373594766
all-cc-1620,1.784800355,1.474811081,1.851657189,2.379786365,3.406436724,2.694031971,3.319197196,-1.370023998,2.880348446,3.342820724,2.909150486,-0.671111197,2.452219529
all-cc-1621,1.811656233,1.481558318,1.862630433,2.415437426,2.305024953,2.756339138,3.391892558,-1.370023998,2.593554674,2.233907213,2.646193874,-0.671111197,2.451810436
all-cc-1623,1.811656233,1.481587059,1.856207072,2.412673778,1.966129024,2.756339138,3.391892558,-1.370023998,2.490615884,1.892703056,2.550573288,-0.671111197,2.434247308
all-cc-1627,1.811656233,1.481422141,1.870692409,2.432137757,3.152264777,2.756339138,3.391892558,-1.370023998,2.850901649,3.086917606,2.885245339,-0.671111197,2.495718473
all-cc-1630,0.894527182,0.423150803,1.386659255,1.731434508,1.796681059,1.074045628,1.554757857,-1.370023998,1.154607162,1.722100977,1.235790231,-0.671111197,0.882333046
all-cc-1631,1.811656233,1.481433119,1.873719825,2.430314196,2.813368847,2.756339138,3.391892558,-1.370023998,2.74796286,2.745713449,2.789624753,-0.671111197,2.478155346
all-cc-1632,1.811656233,1.481488926,1.870692409,2.423508407,2.643920883,2.756339138,3.391892558,-1.370023998,2.696493464,2.57511137,2.74181446,-0.671111197,2.469373564
all-cc-1633,1.811656233,1.481552159,1.864006868,2.416029637,2.474472918,2.756339138,3.391892558,-1.370023998,2.64502407,2.404509292,2.694004167,-0.671111197,2.460592218
all-cc-1634,1.864203059,1.493988966,1.910805654,2.539055408,2.135576989,2.880953472,3.5373293,-1.370023998,2.63759987,2.063305134,2.694004167,-0.671111197,2.556371016
all-cc-1635,1.864203059,1.493975544,1.910805654,2.540867571,1.966129024,2.880953472,3.5373293,-1.370023998,2.586130475,1.892703056,2.646193874,-0.671111197,2.54758967
all-cc-1636,1.864203059,1.493985486,1.910805654,2.539525229,1.796681059,2.880953472,3.5373293,-1.370023998,2.53466108,1.722100977,2.598383581,-0.671111197,2.538807888
all-cc-1637,1.864203059,1.494038243,1.903005856,2.528786481,3.660608671,2.880953472,3.5373293,-1.370023998,3.100824425,3.598723841,3.124296804,-0.671111197,2.635405308
all-cc-1638,1.864203059,1.494022568,1.904955805,2.531806753,3.491160706,2.880953472,3.5373293,-1.370023998,3.04935503,3.428121763,3.076486511,-0.671111197,2.626623526
all-cc-1639,1.864203059,1.494006595,1.910805654,2.535858339,3.152264777,2.880953472,3.5373293,-1.370023998,2.94641624,3.086917606,2.980865925,-0.671111197,2.609060399
all-cc-1640,1.864203059,1.49399555,1.910805654,2.53777706,2.982816812,2.880953472,3.5373293,-1.370023998,2.894946846,2.916315527,2.933055632,-0.671111197,2.600279053
all-cc-1641,0.894527182,0.422817686,1.396019012,1.731434508,1.627233095,1.074045628,1.554757857,-1.370023998,1.103137767,1.551498899,1.187979938,-0.671111197,0.8735517
all-cc-1661,1.142102923,0.455357955,1.779769055,2.238840309,2.135576989,1.44788863,1.990130209,-1.370023998,1.544089725,2.063305134,1.618272575,-0.671111197,1.239922822
all-cc-1702,1.217644627,0.46421184,1.910805654,2.407975576,1.627233095,1.572502964,2.135470989,-1.370023998,1.485196132,1.551498899,1.570462282,-0.671111197,1.326920274
all-cc-1718,1.290163841,0.462194989,1.50131628,1.562299241,1.796681059,1.511417506,1.482121468,-1.01883345,1.619736798,2.148606174,1.713893161,-0.671111197,1.387915474
all-cc-1726,1.290163841,0.462194989,1.50131628,1.562299241,1.796681059,1.511417506,1.482121468,-1.01883345,1.619736798,2.148606174,1.713893161,-0.671111197,1.483684009
all-cc-1728,1.290163841,0.46173654,1.583214155,1.562299241,1.627233095,1.511417506,1.482121468,-1.01883345,1.570535907,1.978004095,1.666082868,-0.671111197,1.379134128
all-cc-1736,1.427039295,0.481316567,2.074601404,1.900569775,2.135576989,1.760557323,1.755434202,-1.0434784,1.914323454,2.489810331,2.000754919,-0.671111197,1.632162889
all-cc-1752,1.491786841,0.490128596,2.238397154,2.069705042,2.305024953,1.885131908,1.892951587,-1.054547743,2.060070074,2.660412409,2.144185798,-0.671111197,1.754286596
all-cc-1762,1.491786841,0.490128596,2.238397154,2.069705042,2.305024953,1.885131908,1.892951587,-1.054547743,2.060070074,2.660412409,2.144185798,-0.671111197,1.85005513
all-cc-1764,0.708442036,0.430750558,1.364819822,1.393163974,1.542509112,0.82481696,1.265214072,-1.370023998,0.957169584,1.636799938,1.068454206,-0.671111197,0.559777821
all-cc-1765,1.554301262,0.497108604,2.565988654,2.238840309,2.474472918,2.009709187,2.030978334,-1.064891225,2.20705406,2.831014488,2.287616677,-0.671111197,1.876410303
all-cc-1766,1.554301262,0.497108604,2.565988654,2.238840309,2.474472918,2.009709187,2.030978334,-1.064891225,2.20705406,2.831014488,2.287616677,-0.671111197,1.972178838
all-cc-1767,0.387712914,0.85534129,0.764235405,0.716622906,0.695269289,0.450973958,0.370993618,-1.370023998,0.435590316,0.442585388,0.470825544,0.50232874,0.314952457
all-cc-1771,0.501045977,0.917097491,1.091826905,0.885758173,0.695269289,0.575588292,0.502773103,-1.370023998,0.531104907,0.442585388,0.56644613,0.50232874,0.4282946
all-cc-1772,0.555161595,0.978525741,1.255622655,0.92804199,0.949441236,0.637895459,0.569163957,-1.370023998,0.656437872,0.698488506,0.685971862,0.50232874,0.593906552
all-cc-1774,0.555161595,0.94549902,1.255622655,0.970325807,0.610545307,0.637895459,0.569163957,-1.370023998,0.556339856,0.357284349,0.590351276,0.50232874,0.48057489
all-cc-1775,0.555161595,0.94549902,1.255622655,0.970325807,0.610545307,0.637895459,0.569163957,-1.370023998,0.556339856,0.357284349,0.590351276,0.50232874,0.576343425
all-cc-1778,0.658774858,0.99805085,1.583214155,1.139461074,0.779993271,0.762509793,0.702839895,-1.370023998,0.700111492,0.527886427,0.733782155,0.50232874,0.602698597
all-cc-1779,0.756784596,0.438657885,1.255622655,1.477731608,1.796681059,0.887124127,1.337535567,-1.370023998,1.079656239,1.892703056,1.187979938,-0.671111197,0.629621239
all-cc-1782,0.501045978,1.04103414,1.255622655,0.970325807,1.034165218,0.575588292,0.583142002,-1.370023998,0.660016263,0.698488506,0.709877009,0.50232874,0.437234682
all-cc-1783,0.501045977,1.04103414,1.255622655,0.970325807,0.864717254,0.575588292,0.583142001,-1.370023998,0.610446823,0.556320107,0.662066716,0.50232874,0.428453119
all-cc-1786,0.756784595,0.437240065,1.419418405,1.477731608,1.627233095,0.887124127,1.337535567,-1.370023998,1.030661577,1.722100977,1.140169645,-0.671111197,0.620839457
all-cc-1787,0.84976593,-0.240422884,1.255622655,1.05489344,0.779993271,0.826374639,0.541726054,-0.904696521,0.717336768,1.210294742,0.781592448,0.50232874,0.833444963
all-cc-1789,0.555161596,-0.246008468,1.255622655,0.970325807,0.864717254,0.637895459,0.650859873,-1.370023998,0.455700293,0.783789545,0.542540983,1.675768677,0.506602545
all-cc-1790,0.555161596,-0.246008468,1.255622655,0.970325807,0.864717254,0.637895459,0.650859873,-1.370023998,0.455700293,0.783789545,0.542540983,1.675768677,0.60237108
all-cc-1791,0.555161596,-0.246008468,1.255622655,0.970325807,0.695269289,0.637895459,0.650859873,-1.370023998,0.404230898,0.613187467,0.49473069,1.675768677,0.497820981
all-cc-1792,0.555161596,-0.246008468,1.255622655,0.970325807,0.695269289,0.637895459,0.650859873,-1.370023998,0.404230898,0.613187467,0.49473069,1.675768677,0.593589516
all-cc-1803,0.387712914,2.91320273,1.747009905,0.209217105,0.186925395,0.092950882,-0.143689191,-0.335962937,0.327933871,0.18668227,0.423015251,-0.671111197,0.031976318
all-cc-1804,0.445265005,3.021152558,1.747009905,0.209217105,0.186925395,0.154771527,-0.131755589,-0.369319745,0.390056613,0.18668227,0.49473069,-0.671111197,0.093038389
all-cc-1805,0.555161596,2.757077737,1.910805654,0.378352372,-0.151970535,0.278497371,0.068031584,-0.429968488,0.264289477,-0.154521887,0.303489518,-0.671111197,0.153693781
all-cc-1806,0.607708422,-0.556275961,-0.873722093,0.209217105,-0.406142482,0.175906889,-0.106205362,0.322075921,-0.040667771,-0.410425005,-0.055087679,1.675768677,0.218535047
all-cc-1807,0.203207497,-0.928294064,-1.037517843,-0.63645923,-0.236694517,0.674453236,0.235524503,-1.370023998,-0.24223719,-0.410425005,0.064438053,1.675768677,0.292521748
all-cc-1808,2.474139264,-0.928406444,0.928031155,1.139461074,0.356373359,3.563892961,1.371321413,0.16438919,2.897773368,0.613187467,2.885245339,2.849208614,4.119435021
all-cc-1809,-1.854214417,-0.014270961,-1.037517843,-0.890162131,-0.490866464,-0.919783716,-0.751522752,-1.370023998,-0.879966326,-0.581027083,-0.820052367,0.50232874,-1.149798499
all-cc-1811,-0.499710041,0.738959425,-0.218539094,-0.551891597,-0.660314429,-0.480354223,-0.591402694,-0.390387203,-0.62636778,-0.666328122,-0.509285463,0.50232874,-0.631236661
all-cc-1812,0.501045978,-0.928406444,0.600439656,-0.298188696,-0.660314429,-0.099320195,-0.404155086,0.698098125,-0.22901372,-0.325123965,-0.294139144,-0.671111197,0.056897233
all-cc-1813,-1.490450905,-0.129835544,-0.873722093,-1.059297398,-0.490866464,-1.125757822,-0.91433374,0.801504232,-0.89300496,-0.495726044,-0.820052367,-0.671111197,-1.188940827
all-cc-1814,-1.332722024,-0.342445774,-0.709926343,-0.974729764,-0.575590446,-1.066897861,-0.896221017,0.322075921,-0.850299449,-0.581027083,-0.79614722,-0.671111197,-1.119255928
all-cc-1815,-1.332722024,-0.008962151,-1.037517843,-1.059297398,-0.490866464,-1.066897861,-0.910014265,0.604092574,-0.863239847,-0.495726044,-0.79614722,-0.671111197,-1.119255928
all-cc-1818,0.266818887,-0.247208741,1.583214155,0.293784739,0.01747743,0.326359624,0.485033433,-1.370023998,0.17460924,0.18668227,0.160058639,1.675768677,0.131633316
all-cc-1819,0.501045978,-0.246353475,1.583214155,0.462920006,0.102201412,0.575588292,0.669938947,-1.370023998,0.34529159,0.18668227,0.327394665,1.675768677,0.380058182
all-cc-1820,-0.318284895,-0.230204715,1.583214155,0.293784739,0.102201412,-0.172097712,0.350940227,-1.370023998,-0.264822749,0.101381231,-0.150708265,0.50232874,-0.456515636
all-cc-1821,0.501045978,1.04103414,1.255622655,0.970325807,0.864717254,0.575588292,0.583142002,-1.370023998,0.614246736,0.613187467,0.662066716,0.50232874,0.428453024
all-cc-1822,0.068869117,-0.362446083,1.091826905,0.040081838,0.01747743,-0.215602125,-0.239935698,-0.377325379,-0.111904358,0.27198331,-0.078992826,0.50232874,-0.24746095
all-cc-1823,0.068869117,-0.362446083,1.091826905,0.040081838,0.102201412,-0.045086949,-0.075789872,-0.773450309,-0.085575617,0.357284349,-0.007277386,0.50232874,-0.168994491
all-cc-1824,0.555161596,0.94549902,1.255622655,0.970325807,0.949441236,0.637895459,0.569163957,-1.370023998,0.656066296,0.698488506,0.685971862,0.50232874,0.498137924
all-cc-1826,0.607708422,0.972442693,1.419418405,1.05489344,1.034165218,0.700202626,0.635859457,-1.370023998,0.729558289,0.783789545,0.757687301,0.50232874,0.559199774
all-cc-1827,0.445265005,0.887098445,0.928031155,0.80119054,0.779993271,0.513281125,0.43670845,-1.370023998,0.509082309,0.527886427,0.542540983,0.50232874,0.376014215
all-cc-1829,-0.153376842,-0.222800491,1.910805654,0.462920006,-0.067246552,-0.047483378,0.497166742,-1.370023998,-0.220777553,-0.069220847,-0.102897972,0.50232874,-0.351957961
all-cc-1830,-0.153376842,0.976559088,0.272848156,-0.044485795,0.271649377,-0.047483378,-0.004295075,-1.370023998,-0.027826592,0.27198331,0.01662776,0.50232874,-0.286468067
all-cc-1832,0.266818887,1.213721696,1.255622655,0.462920006,0.610545307,0.326359624,0.396379221,-1.370023998,0.361655972,0.613187467,0.399110104,0.50232874,0.071121473
all-cc-1834,-0.076227387,0.467153021,-0.218539094,-0.551891597,-0.067246552,-0.634209201,-0.696802845,0.827355758,-0.245065669,-0.069220847,-0.318044291,-0.671111197,-0.535140619
all-cc-1835,-0.076227387,0.467153021,-0.218539094,-0.551891597,-0.067246552,-0.634209201,-0.696802845,1.141267152,-0.223393648,0.016080192,-0.270233998,-0.671111197,-0.526359059
all-cc-1836,-0.701333041,-0.249970627,0.928031155,-0.044485795,0.271649377,-0.42132638,0.058701344,-1.370023998,-0.404382537,0.27198331,-0.294139144,0.50232874,-0.578652482
all-cc-1837,-0.701333041,-0.249970627,0.928031155,-0.044485795,0.441097342,-0.42132638,0.058701344,-1.370023998,-0.352913142,0.442585388,-0.246328851,0.50232874,-0.5698707
all-cc-1838,-0.499710041,-0.239088269,1.255622655,0.124649472,0.102201412,-0.296712046,0.20477758,-1.370023998,-0.360337341,0.101381231,-0.246328851,0.50232874,-0.474091902
all-cc-1839,-0.002227783,0.056688564,-0.218539094,-0.551891597,-0.236694517,-0.575648771,-0.639963506,0.739460568,-0.281503209,-0.239822926,-0.341949437,-0.671111197,-0.47423728
all-cc-1840,-0.499710041,-0.239088269,1.255622655,0.124649472,0.271649377,-0.296712046,0.20477758,-1.370023998,-0.308867946,0.27198331,-0.198518558,0.50232874,-0.465310121
all-cc-1841,-0.499710041,-0.239088269,1.255622655,0.124649472,0.441097342,-0.296712046,0.20477758,-1.370023998,-0.257398551,0.442585388,-0.150708265,0.50232874,-0.456528775
all-cc-1842,-0.499710041,-0.239088269,1.255622655,0.124649472,0.610545307,-0.296712046,0.20477758,-1.370023998,-0.205929155,0.613187467,-0.102897972,0.50232874,-0.447746993
all-cc-1843,-0.318284895,-0.230204715,1.583214155,0.293784739,0.102201412,-0.172097712,0.350940227,-1.370023998,-0.264822749,0.101381231,-0.150708265,0.50232874,-0.360749977
all-cc-1844,-0.318284895,-0.230204715,1.583214155,0.293784739,0.271649377,-0.172097712,0.350940227,-1.370023998,-0.213353354,0.27198331,-0.102897972,0.50232874,-0.351968195
all-cc-1845,-0.318284895,-0.230204715,1.583214155,0.293784739,0.441097342,-0.172097712,0.350940227,-1.370023998,-0.161883959,0.442585388,-0.055087679,0.50232874,-0.343186849
all-cc-1846,-0.318284895,-0.230204715,1.583214155,0.293784739,0.610545307,-0.172097712,0.350940227,-1.370023998,-0.110414564,0.613187467,-0.007277386,0.50232874,-0.334405067
all-cc-1847,-0.318284895,-0.230204715,1.583214155,0.293784739,0.779993271,-0.172097712,0.350940227,-1.370023998,-0.058945169,0.783789545,0.040532907,0.50232874,-0.325623286
all-cc-1848,-0.153376842,-0.222800491,1.910805654,0.462920006,-0.067246552,-0.047483378,0.497166742,-1.370023998,-0.220777553,-0.069220847,-0.102897972,0.50232874,-0.256189427
all-cc-1849,-0.153376842,-0.222800491,1.910805654,0.462920006,0.271649377,-0.047483378,0.497166742,-1.370023998,-0.117838763,0.27198331,-0.007277386,0.50232874,-0.238626306
all-cc-1850,0.068869117,0.895006746,0.109052406,-0.467323963,-0.067246552,-0.516814879,-0.641625334,0.922894008,-0.115419154,-0.069220847,-0.174613412,-0.671111197,-0.413019811
all-cc-1851,-0.002227783,-0.216524258,2.238397154,0.632055273,1.118889201,0.077130956,0.643441797,-1.370023998,0.235022803,1.124993702,0.327394665,0.50232874,-0.081375871
all-cc-1852,-0.153376842,0.976559088,0.272848156,-0.044485795,0.271649377,-0.047483378,-0.004295075,-1.370023998,-0.027826592,0.27198331,0.01662776,0.50232874,-0.190699533
all-cc-1853,0.137282466,1.147045904,0.928031155,0.293784739,0.610545307,0.20174529,0.261307872,-1.370023998,0.266141381,0.613187467,0.303489518,0.50232874,0.053547868
all-cc-1854,0.266818887,1.213721696,1.255622655,0.462920006,0.610545307,0.326359624,0.396379221,-1.370023998,0.361655972,0.613187467,0.399110104,0.50232874,0.166890008
all-cc-1855,-0.076227387,0.467153021,-0.218539094,-0.551891597,-0.067246552,-0.634209201,-0.696802845,0.827355758,-0.245065669,-0.069220847,-0.318044291,-0.671111197,-0.439372084
all-cc-1856,-0.076227387,0.467153021,-0.218539094,-0.551891597,-0.067246552,-0.634209201,-0.696802845,1.141267152,-0.223393648,0.016080192,-0.270233998,-0.671111197,-0.430590524
all-cc-1857,-0.002227783,0.056688564,-0.218539094,-0.551891597,-0.236694517,-0.575648771,-0.639963506,0.739460568,-0.281503209,-0.239822926,-0.341949437,-0.671111197,-0.378468745
all-cc-1858,0.068869117,0.895006746,0.109052406,-0.467323963,-0.067246552,-0.516814879,-0.641625334,0.922894008,-0.115419154,-0.069220847,-0.174613412,-0.671111197,-0.317251277
all-cc-1859,0.068869117,0.895006746,0.109052406,-0.467323963,-0.067246552,-0.516814879,-0.641625334,0.922894008,-0.095342451,0.016080192,-0.126803119,-0.671111197,-0.308466824
all-cc-1860,0.137282466,0.895006746,0.109052406,-0.467323963,-0.067246552,-0.45773633,-0.641824326,0.583202452,-0.101961061,-0.069220847,-0.150708265,-0.671111197,-0.247563987
all-cc-1861,0.068869117,0.895006746,0.109052406,-0.467323963,-0.067246552,-0.516814879,-0.641625334,0.922894008,-0.095342451,0.016080192,-0.126803119,-0.671111197,-0.404235358
all-cc-1862,0.137282466,0.895006746,0.109052406,-0.467323963,-0.067246552,-0.45773633,-0.641824326,0.827355758,-0.081884358,0.016080192,-0.102897972,-0.671111197,-0.238782427
all-cc-1863,0.137282466,0.560901826,0.109052406,-0.38275633,0.01747743,-0.45773633,-0.603487146,0.827355758,-0.07038734,0.016080192,-0.102897972,-0.671111197,-0.238781924
all-cc-1864,0.266818887,-0.208376019,0.109052406,-0.38275633,-0.067246552,-0.338941636,-0.545993114,0.658326546,-0.073427186,-0.069220847,-0.150708265,-0.671111197,-0.116975246
all-cc-1865,0.266818887,0.372189442,0.109052406,-0.38275633,-0.067246552,-0.338941636,-0.586676626,0.658326546,-0.063552179,-0.069220847,-0.102897972,-0.671111197,-0.108193686
all-cc-1866,0.266818887,0.372189442,0.109052406,-0.38275633,0.01747743,-0.338941636,-0.586676626,0.387879807,0.022981816,0.18668227,0.040532907,-0.671111197,-0.081849005
all-cc-1867,-0.9282211,-0.13106054,-1.201313593,-0.551891597,-0.406142482,-0.545940714,-0.556149565,-1.370023998,-0.614052566,-0.666328122,-0.557095755,0.50232874,-0.566110183
all-cc-1868,-0.406728708,-0.295285873,1.255622655,0.124649472,0.186925395,-0.234404879,0.154902506,-1.370023998,-0.292939442,0.27198331,-0.174613412,0.50232874,-0.395622794
all-cc-1869,-0.406728708,-0.269984053,1.255622655,0.124649472,0.186925395,-0.234404879,0.154902506,-1.370023998,-0.292939442,0.27198331,-0.174613412,0.50232874,-0.395622794
all-cc-1870,-0.233956267,-0.241837009,1.583214155,0.293784739,0.01747743,-0.109790545,0.299115946,-1.370023998,-0.248894245,0.101381231,-0.126803119,0.50232874,-0.291065107
all-cc-1871,-0.233956267,-0.266760633,1.583214155,0.293784739,0.01747743,-0.109790545,0.299115946,-1.370023998,-0.248894245,0.101381231,-0.126803119,0.50232874,-0.291065107
all-cc-1872,-0.153376842,-0.298689439,1.583214155,0.293784739,0.102201412,-0.231695872,0.006921159,-0.965391409,-0.195533834,0.27198331,-0.126803119,0.50232874,-0.291062214
all-cc-1873,-0.153376842,-0.27437593,1.583214155,0.293784739,0.102201412,-0.231695872,0.006921159,-0.965391409,-0.195533834,0.27198331,-0.126803119,0.50232874,-0.291062214
all-cc-1874,-0.233956267,-0.266760633,1.583214155,0.293784739,0.01747743,-0.109790545,0.299115946,-1.370023998,-0.248894245,0.101381231,-0.126803119,0.50232874,-0.291062214
all-cc-1875,-0.233956267,-0.250790094,1.583214155,0.293784739,0.01747743,-0.109790545,0.299115946,-1.370023998,-0.248894245,0.101381231,-0.126803119,0.50232874,-0.291062214
all-cc-1876,-0.153376842,-0.332219833,1.583214155,0.293784739,0.102201412,-0.231695872,0.006921159,-0.965391409,-0.195533834,0.27198331,-0.126803119,0.50232874,-0.291062214
all-cc-1877,-0.153376842,-0.278260335,1.583214155,0.293784739,-0.067246552,-0.047483378,0.260354054,-1.370023998,-0.232965741,0.101381231,-0.102897972,0.50232874,-0.221380208
all-cc-1880,0.068869117,-0.29290765,1.091826905,0.040081838,0.186925395,-0.215602125,-0.190430337,-0.501412706,-0.008870401,0.27198331,0.01662776,0.50232874,-0.168938514
all-cc-1881,-0.076227387,-0.310978499,1.583214155,0.293784739,-0.151970535,0.014823789,0.231373215,-1.370023998,-0.217037237,0.101381231,-0.078992826,0.50232874,-0.151692416
all-cc-1883,-0.002227783,-0.341648512,1.091826905,0.040081838,0.01747743,-0.107298258,-0.076661887,-0.749587361,-0.146548815,0.18668227,-0.078992826,0.50232874,-0.151692416
all-cc-1884,-0.002227783,-0.341648512,1.091826905,0.040081838,0.01747743,-0.107298258,-0.076661887,-0.749587361,-0.123997379,0.27198331,-0.031182533,0.50232874,-0.142913748
all-cc-1885,-0.002227783,-0.341648512,1.091826905,0.040081838,0.01747743,-0.107298258,-0.076661887,-0.749587361,-0.123997379,0.27198331,-0.031182533,0.50232874,-0.142910855
all-cc-1886,-0.002227783,-0.30077313,1.091826905,0.040081838,0.01747743,-0.107298258,-0.076661887,-0.749587361,-0.123997379,0.27198331,-0.031182533,0.50232874,-0.142910855
all-cc-1887,0.068869117,-0.345934628,1.091826905,0.040081838,0.01747743,-0.045086949,-0.014294245,-0.654135571,-0.103703126,0.27198331,-0.007277386,0.50232874,-0.073228849
all-cc-1888,0.266818887,0.785775979,0.436643906,0.547487639,0.525821324,0.326359624,0.240719772,-1.370023998,0.28860633,0.27198331,0.327394665,0.50232874,0.288594315
